id,sentiment
"12311_10",1.8366666509459373
"8348_2",0.17666669508106686
"5828_4",1.051612318532476
"7186_2",0.730795662254308
"12128_7",1.6622196069484398
"2913_8",1.5033262234444864
"4396_1",0.21333600925301238
"395_2",0.4633493553293572
"10616_1",0.12666672799467923
"9074_9",1.5354018019550024
"9252_3",1.4160481522195183
"9896_9",0.6826514061388187
"574_4",0.49377031646127256
"11182_8",1.5236123217518878
"11656_4",0.4971266658691265
"2322_4",1.493721906965404
"8703_1",0.5592714909854953
"7483_1",0.18000433452080558
"6007_10",1.8633230326106016
"12424_4",0.2700007698522528
"4672_1",0.23
"10841_3",0.1563729900753009
"8954_7",0.5704435513157887
"7392_1",0.25656320992096593
"10288_8",1.6466666666332426
"5343_4",0.10666698070081528
"4950_1",0.16000000000050144
"9257_4",0.9121580419697783
"8689_3",0.3066762489062088
"4480_2",0.44333336540149737
"9286_10",1.805710141170842
"12245_10",1.8966663025954353
"7529_7",1.7226701079181665
"4_4",0.4415313876178333
"5299_2",0.24333350116825048
"12077_8",1.723209726999497
"10701_2",0.11000076715379502
"11579_1",0.21333340529161718
"10993_1",0.2608278255873903
"8913_1",0.280000000000649
"1350_3",0.3302672068653879
"3804_2",0.30333546823505975
"5025_3",0.4048233360239
"5170_8",0.6849699036433029
"8225_8",1.6099999999999999
"6427_7",1.7133314882418835
"3165_3",0.7982751734947386
"7902_9",1.7699999999899956
"8208_3",0.13666675463737943
"3577_8",1.58
"4865_1",0.25000000033449954
"9063_3",0.4355313836458927
"1106_1",0.6141640927346091
"1117_9",1.7233327755291334
"1050_4",1.3673905268840438
"10755_9",1.5166664183282599
"2729_8",1.6966098886737506
"10072_10",1.606415151423968
"2904_7",1.74999998587532
"4584_2",1.5641588054190028
"189_4",1.4651253984926536
"6302_4",1.3963821966195689
"8138_9",1.125796638536892
"1262_1",0.2691719921903418
"2199_10",1.6133333333333333
"6551_7",1.494224744616069
"8082_7",0.4066257658795783
"4897_8",1.6533333333333333
"7360_1",0.37666666666666665
"11012_10",1.7444846536430327
"12046_1",0.46196712616516933
"2331_2",1.0682498078273923
"8961_9",1.6623905931188137
"751_7",1.5594448562803582
"9884_10",1.6872610178270357
"10016_8",1.588662919002914
"8023_10",0.8469314561793596
"2628_1",0.22000000000501704
"5832_1",0.2633333333333333
"7302_1",0.25000002866381743
"4501_3",0.4866666666666681
"1121_7",0.4290957609895701
"8334_3",0.6258078255100834
"9789_10",0.530156820973187
"4230_10",1.7536090295970155
"824_4",0.3333333333573504
"6803_9",1.73
"3086_7",1.3366057339937185
"1135_8",1.5719503715210499
"10136_1",0.1300000000004143
"11129_3",0.21011963091994879
"2072_8",1.6260630599441708
"9501_7",1.7399957540968907
"319_10",1.5766644854090304
"1693_7",1.829920419431544
"10886_1",0.156666666666668
"9406_8",1.6208073861749583
"10376_10",0.3333333370827867
"9902_1",0.29666667083170145
"9938_8",0.47002755592095063
"7080_9",1.666666666654161
"11944_8",0.7234539605851957
"5249_1",0.22666666666666713
"9599_2",0.30000000011097894
"9620_1",0.30000429531963085
"11244_1",0.3266666812326853
"6841_10",1.7933250359760833
"10050_4",1.49
"10512_9",1.8548297886132619
"11327_3",0.15666667136668425
